type,epoch,time,loss,dsc
loaders_init,,8.608834981918335,,
train,1,155.8093638420105,0.9390485281244331,
eval,1,5.734129905700684,0.977179100116094, 0.16955502260556815
train,2,143.9875042438507,0.9222378749913032,
eval,2,0.8150999546051025,0.9794206569592158, 0.0437420341575325
train,3,131.48514533042908,0.9066816582045424,
eval,3,0.86118483543396,0.9785892566045126, 0.06480394458793144
train,4,139.9723198413849,0.8850582425200612,
eval,4,0.9039721488952637,0.9784326404333115, 0.10223837765448632
train,5,140.42872190475464,0.8532322626048272,
eval,5,0.8615922927856445,0.9766457378864288, 0.08748936170212765
train,6,138.22843194007874,0.8099201116540017,
eval,6,1.0048089027404785,0.9769216378529867, 0.08523299059286808
train,7,141.08525204658508,0.748577390788892,
eval,7,0.8825390338897705,0.9714578042427698, 0.12499584234159322
train,8,135.880708694458,0.6721063792158705,
eval,8,0.8333594799041748,0.9517551710208257, 0.16076533647235433
train,9,124.31554460525513,0.5804502034406049,
eval,9,0.8002054691314697,0.9575531383355459, 0.14190341746114737
train,10,134.93465757369995,0.4908732596887361,
eval,10,0.813286304473877,0.9564060717821121, 0.13729977116704806
train,11,132.3441424369812,0.4080926775932312,
eval,11,0.8633768558502197,0.9489665925502777, 0.14109784246598087
train,12,131.68722367286682,0.3498465005957752,
eval,12,0.8241133689880371,0.9429536660512289, 0.1428188400928535
train,13,139.48848271369934,0.3120244476226492,
eval,13,0.8553969860076904,0.9499385356903076, 0.1298747763864043
train,14,141.04308891296387,0.2809060221418328,
eval,14,0.8153281211853027,0.9464032749334971, 0.12901536070728853
train,15,138.3817639350891,0.2511164021054539,
eval,15,0.8733108043670654,0.9477127989133199, 0.1254428597324068
train,16,143.33024501800537,0.2345333668070102,
eval,16,0.8644454479217529,0.9454157104094824, 0.13402515432034334
train,17,144.24655318260193,0.21896512437304225,
eval,17,0.9094924926757812,0.9379729628562927, 0.14538241282082237
train,18,138.5006022453308,0.20674232796791497,
eval,18,0.9117553234100342,0.9426742990811666, 0.13715878836808565
train,19,137.1740448474884,0.18435737764069793,
eval,19,0.8736977577209473,0.9401853829622269, 0.13582294207408888
train,20,127.04532122612,0.17898590028832811,
eval,20,0.7763903141021729,0.9473057885964712, 0.12115151327683245
train,21,128.87052273750305,0.1701313888807909,
eval,21,0.7511656284332275,0.9357766608397166, 0.1415995090636055
train,22,128.78111362457275,0.1618179326210547,
eval,22,0.7489485740661621,0.9396946032842001, 0.13934105075690115
train,23,125.94406628608704,0.15282181096733163,
eval,23,0.7661018371582031,0.9335266749064127, 0.14852529836252465
train,24,124.94447636604309,0.15618579786851866,
eval,24,0.7529251575469971,0.9122603933016459, 0.1700205703275257
train,25,124.73619818687439,0.15482915896888172,
eval,25,0.78391432762146,0.9376759578784307, 0.14657324398891755
train,26,123.24334836006165,0.15754931973754813,
eval,26,0.7622673511505127,0.9385520865519842, 0.1367001148962278
train,27,121.63401889801025,0.15837135774279953,
eval,27,0.8138453960418701,0.8806789914766947, 0.18848177725992799
train,28,119.55085110664368,0.14231281597679907,
eval,28,0.7821915149688721,0.9347080439329147, 0.13906305036984853
train,29,119.44571423530579,0.13532427472805758,
eval,29,0.7353591918945312,0.9334210356076559, 0.1388531197396604
train,30,131.1262345314026,0.13016565895955498,
eval,30,0.848191499710083,0.9319802969694138, 0.14073811213626686
train,31,140.80118799209595,0.12888835876359853,
eval,31,1.7781853675842285,0.9310486763715744, 0.14166374166374168
train,32,138.94927191734314,0.12823821508556332,
eval,32,0.906198263168335,0.9301193505525589, 0.13509867884990323
train,33,139.28242468833923,0.1311925441846935,
eval,33,0.952059268951416,0.9059308518966039, 0.17265331448735538
train,34,137.45863437652588,0.13889446471809247,
eval,34,0.9501848220825195,0.9243830740451813, 0.13947509373326192
