type,epoch,time,loss,dsc
loaders_init,,8.301761150360107,,
train,1,162.84293699264526,0.9397316791048838,
eval,1,5.082540512084961,0.9784553994735082, 0.1459481885198489
train,2,146.66678547859192,0.9221946449454771,
eval,2,0.7846875190734863,0.978118509054184, 0.1052572794884544
train,3,136.53310108184814,0.905541115397707,
eval,3,0.8556821346282959,0.9786367813746134, 0.09150010094891985
train,4,143.34973001480103,0.8836194230329006,
eval,4,0.7943904399871826,0.9789290030797323, 0.07975243147656941
train,5,139.37479424476624,0.8508729664010739,
eval,5,0.8128457069396973,0.977121964097023, 0.10571268027720546
train,6,136.77463126182556,0.8062826865309969,
eval,6,0.7985279560089111,0.9689886619647344, 0.14263719205161715
train,7,139.504736661911,0.7448913679210418,
eval,7,0.826791524887085,0.9719920853773752, 0.112090395480226
train,8,139.982812166214,0.6616852638918326,
eval,8,0.7864789962768555,0.9658256570498148, 0.13053003533568905
train,9,136.26557755470276,0.5679331640584753,
eval,9,0.8303344249725342,0.9610017091035843, 0.1429706722361897
train,10,136.70745944976807,0.4665951914743546,
eval,10,0.8297958374023438,0.9636313766241074, 0.11967916433501213
train,11,135.5789475440979,0.3962962523512884,
eval,11,0.8090543746948242,0.9374753187100092, 0.15617211568076134
train,12,136.2222180366516,0.34317552086410175,
eval,12,0.8165149688720703,0.950554758310318, 0.1313719770855944
train,13,134.53723287582397,0.3008413921802416,
eval,13,0.788860559463501,0.9465210934480032, 0.13415507622220257
train,14,133.6591944694519,0.26481697756216066,
eval,14,0.8172035217285156,0.9470023165146509, 0.1294255081660481
train,15,133.98090052604675,0.2434326525128216,
eval,15,0.8020598888397217,0.9355589350064596, 0.1483760904913806
train,16,136.0623688697815,0.2205203249367005,
eval,16,0.8981325626373291,0.9486821442842484, 0.1141263292561581
train,17,137.73736190795898,0.21568654655316555,
eval,17,0.784949541091919,0.9491475522518158, 0.11398134132419772
train,18,134.40958642959595,0.18831666101009473,
eval,18,0.7692830562591553,0.9497721940279007, 0.11921078018449305
train,19,132.95162630081177,0.17791850277043264,
eval,19,0.7728309631347656,0.9470532983541489, 0.12363039752774267
train,20,134.94200134277344,0.16639560761801694,
eval,20,0.7618670463562012,0.9455731213092804, 0.12611678730694215
train,21,127.79989409446716,0.15711726316618263,
eval,21,0.8551576137542725,0.9419017483790716, 0.133635472524938
train,22,127.74413752555847,0.1738477335610521,
eval,22,0.7708208560943604,0.9312324871619543, 0.15198871384735216
train,23,123.90514636039734,0.16095879920032047,
eval,23,0.7599785327911377,0.9410595347483953, 0.13146262566261402
train,24,121.43350458145142,0.14963335017545507,
eval,24,0.798983097076416,0.9474179794390997, 0.1161004149305052
train,25,125.16418147087097,0.1471521080633916,
eval,25,0.7691736221313477,0.9411683181921641, 0.12832098319175853
train,26,123.17189145088196,0.14230624388117308,
eval,26,0.7561264038085938,0.9431524028380712, 0.1238113423715868
train,27,124.06434345245361,0.13548229019576258,
eval,27,0.7899248600006104,0.9397614598274231, 0.13118358373030414
train,28,119.5532476902008,0.1329072295525752,
eval,28,0.7248692512512207,0.9366360008716583, 0.13238938053097343
train,29,120.58972334861755,0.13036091092529647,
eval,29,0.7280352115631104,0.9325389961401621, 0.14271323035594358
train,30,132.2473304271698,0.14946068919033084,
eval,30,0.853447675704956,0.9373775521914164, 0.12326120556414219
train,31,155.01989126205444,0.13567632928900764,
eval,31,0.9145717620849609,0.9299442966779073, 0.13911468151942216
train,32,148.9229018688202,0.1298087266607022,
eval,32,1.8253798484802246,0.9272988339265188, 0.1384642921066762
train,33,150.01891350746155,0.1520264758429396,
eval,33,0.824394941329956,0.9262848347425461, 0.12468222348700438
train,34,145.39538192749023,0.13652288694994166,
eval,34,0.8964097499847412,0.9361578722794851, 0.11862642567067276
train,35,145.83499026298523,0.12398595109992071,
eval,35,0.8368802070617676,0.9333351602156957, 0.1234034489293159
train,36,147.97701597213745,0.12099967527826992,
eval,36,0.8687717914581299,0.9244846949974695, 0.1255995538204127
train,37,150.06977105140686,0.11819544161131623,
eval,37,0.9121689796447754,0.9283940494060516, 0.12307109004739336
train,38,142.66392850875854,0.1170124116293881,
eval,38,0.8131601810455322,0.9315845717986425, 0.10552096305520964
train,39,145.53008198738098,0.1143499839743343,
eval,39,0.8708062171936035,0.9148399531841278, 0.13373969164575117
train,40,145.87225890159607,0.11375269785933538,
eval,40,1.4967291355133057,0.9146004815896353, 0.1438430311231394
train,41,141.91550874710083,0.134933262790015,
eval,41,2.034440279006958,0.9003619104623795, 0.1552503954943814
train,42,154.32645511627197,0.11593322004746953,
eval,42,0.8262317180633545,0.9335631181796392, 0.10228655338787498
train,43,157.98206186294556,0.10943342758974897,
eval,43,0.8597960472106934,0.907670463124911, 0.12917972350230417
train,44,154.81215286254883,0.10565445237203476,
eval,44,1.9265055656433105,0.9090093324581782, 0.13024434389140271
train,45,153.30556511878967,0.10986784647364135,
eval,45,1.3898522853851318,0.9080258756875992, 0.132796486090776
train,46,149.3512544631958,0.10917181678868215,
eval,46,0.8478918075561523,0.9061066955327988, 0.1337707308182978
train,47,144.43140769004822,0.10497631091590322,
eval,47,1.0826654434204102,0.8876992166042328, 0.13997578273655079
train,48,146.61109733581543,0.1010524491104511,
eval,48,2.071441888809204,0.8866986334323883, 0.14947978850417876
train,49,144.32418417930603,0.09957807654634528,
eval,49,0.7767205238342285,0.8800545583168665, 0.1303218520609825
train,50,126.36001229286194,0.09930231893828156,
eval,50,0.7760686874389648,0.9044183989365896, 0.12598545732874092
total_train_time,50,6964.627021551132,,
total_eval_time,50,51.223626375198364,,
