timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:21:56 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:21:56 UTC 202, 0, 13 %, 100 W, 32454 MiB
Tue Aug  2 20:21:56 UTC 202, 6, 11 %, 94 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:21:59 UTC 202, 7, 47 %, 205 W, 32454 MiB
Tue Aug  2 20:21:59 UTC 202, 5, 15 %, 141 W, 32454 MiB
Tue Aug  2 20:21:59 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:21:59 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:21:59 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:21:59 UTC 202, 3, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:21:59 UTC 202, 6, 11 %, 94 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:02 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:02 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:02 UTC 202, 3, 52 %, 179 W, 512 MiB
Tue Aug  2 20:22:02 UTC 202, 1, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:02 UTC 202, 5, 23 %, 208 W, 512 MiB
Tue Aug  2 20:22:02 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:02 UTC 202, 4, 15 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:04 UTC 202, 5, 51 %, 211 W, 32454 MiB
Tue Aug  2 20:22:04 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:22:04 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:04 UTC 202, 3, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:04 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:04 UTC 202, 1, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:04 UTC 202, 4, 15 %, 104 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:06 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:06 UTC 202, 5, 31 %, 176 W, 512 MiB
Tue Aug  2 20:22:06 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:06 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:06 UTC 202, 6, 11 %, 93 W, 512 MiB
Tue Aug  2 20:22:06 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:06 UTC 202, 7, 10 %, 186 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:09 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:09 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:09 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:22:09 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:09 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:09 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:09 UTC 202, 3, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:12 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:12 UTC 202, 6, 11 %, 93 W, 512 MiB
Tue Aug  2 20:22:12 UTC 202, 4, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:12 UTC 202, 5, 55 %, 218 W, 512 MiB
Tue Aug  2 20:22:12 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:12 UTC 202, 7, 17 %, 92 W, 512 MiB
Tue Aug  2 20:22:12 UTC 202, 3, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:14 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:14 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:22:14 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:14 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:14 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:14 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:14 UTC 202, 3, 15 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:17 UTC 202, 5, 14 %, 129 W, 32454 MiB
Tue Aug  2 20:22:17 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:17 UTC 202, 3, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:17 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:17 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:17 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:17 UTC 202, 6, 11 %, 94 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:19 UTC 202, 5, 14 %, 102 W, 32454 MiB
Tue Aug  2 20:22:19 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:19 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:19 UTC 202, 1, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:19 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:22:19 UTC 202, 3, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:19 UTC 202, 4, 15 %, 104 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:22 UTC 202, 3, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:22 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:22:22 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:22 UTC 202, 5, 14 %, 101 W, 32454 MiB
Tue Aug  2 20:22:22 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:22 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:22 UTC 202, 1, 14 %, 103 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:24 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:24 UTC 202, 5, 14 %, 102 W, 32454 MiB
Tue Aug  2 20:22:24 UTC 202, 3, 54 %, 120 W, 32454 MiB
Tue Aug  2 20:22:24 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:24 UTC 202, 6, 11 %, 93 W, 32454 MiB
Tue Aug  2 20:22:24 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:24 UTC 202, 4, 15 %, 104 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:27 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:22:27 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:27 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:27 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:22:27 UTC 202, 3, 56 %, 205 W, 512 MiB
Tue Aug  2 20:22:27 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:27 UTC 202, 7, 11 %, 92 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:30 UTC 202, 5, 47 %, 182 W, 32454 MiB
Tue Aug  2 20:22:30 UTC 202, 0, 13 %, 100 W, 32454 MiB
Tue Aug  2 20:22:30 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:30 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:30 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:30 UTC 202, 3, 54 %, 146 W, 32454 MiB
Tue Aug  2 20:22:30 UTC 202, 6, 11 %, 94 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:32 UTC 202, 5, 14 %, 102 W, 32454 MiB
Tue Aug  2 20:22:32 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:32 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:32 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:32 UTC 202, 3, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:32 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:22:32 UTC 202, 0, 13 %, 100 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:35 UTC 202, 5, 14 %, 101 W, 32454 MiB
Tue Aug  2 20:22:35 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:35 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:22:35 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:35 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:35 UTC 202, 1, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:35 UTC 202, 3, 14 %, 103 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:37 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:37 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:37 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:37 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:37 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:37 UTC 202, 5, 14 %, 101 W, 512 MiB
Tue Aug  2 20:22:37 UTC 202, 7, 10 %, 91 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:40 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:40 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:22:40 UTC 202, 5, 14 %, 101 W, 512 MiB
Tue Aug  2 20:22:40 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:40 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:40 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:40 UTC 202, 7, 48 %, 142 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:42 UTC 202, 1, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:42 UTC 202, 3, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:42 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:42 UTC 202, 5, 14 %, 101 W, 512 MiB
Tue Aug  2 20:22:42 UTC 202, 7, 43 %, 91 W, 512 MiB
Tue Aug  2 20:22:42 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:42 UTC 202, 0, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:45 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:45 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:22:45 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:45 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:22:45 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:45 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:45 UTC 202, 3, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:47 UTC 202, 5, 14 %, 101 W, 32454 MiB
Tue Aug  2 20:22:47 UTC 202, 1, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:47 UTC 202, 3, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:22:47 UTC 202, 6, 11 %, 93 W, 32454 MiB
Tue Aug  2 20:22:47 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:47 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:47 UTC 202, 7, 52 %, 199 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:49 UTC 202, 3, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:22:49 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:22:49 UTC 202, 5, 14 %, 101 W, 32454 MiB
Tue Aug  2 20:22:49 UTC 202, 6, 11 %, 93 W, 32454 MiB
Tue Aug  2 20:22:49 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:22:49 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:22:49 UTC 202, 1, 14 %, 103 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:51 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:51 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:22:51 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:51 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:51 UTC 202, 5, 14 %, 101 W, 512 MiB
Tue Aug  2 20:22:51 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:51 UTC 202, 6, 11 %, 94 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:54 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:54 UTC 202, 4, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:54 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:22:54 UTC 202, 3, 46 %, 133 W, 512 MiB
Tue Aug  2 20:22:54 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:54 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:54 UTC 202, 0, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:56 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:22:56 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:22:56 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:56 UTC 202, 5, 55 %, 217 W, 512 MiB
Tue Aug  2 20:22:56 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:56 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:56 UTC 202, 0, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:22:59 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:22:59 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:22:59 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:22:59 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:22:59 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:59 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:22:59 UTC 202, 6, 11 %, 94 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:01 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:23:01 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:23:01 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:23:01 UTC 202, 3, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:23:01 UTC 202, 5, 14 %, 102 W, 32454 MiB
Tue Aug  2 20:23:01 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:23:01 UTC 202, 0, 13 %, 99 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:03 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:03 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:23:03 UTC 202, 3, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:03 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:23:03 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:23:03 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:23:03 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:05 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:23:05 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:23:05 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:23:05 UTC 202, 3, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:23:05 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:23:05 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:23:05 UTC 202, 5, 55 %, 211 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:07 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:07 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:23:07 UTC 202, 3, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:07 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:23:07 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:07 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:23:07 UTC 202, 5, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:10 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:10 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:23:10 UTC 202, 5, 14 %, 101 W, 512 MiB
Tue Aug  2 20:23:10 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:10 UTC 202, 6, 11 %, 93 W, 512 MiB
Tue Aug  2 20:23:10 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:10 UTC 202, 3, 15 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:13 UTC 202, 7, 10 %, 91 W, 32454 MiB
Tue Aug  2 20:23:13 UTC 202, 3, 39 %, 103 W, 32454 MiB
Tue Aug  2 20:23:13 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:23:13 UTC 202, 1, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:23:13 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:23:13 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:23:13 UTC 202, 5, 14 %, 160 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:15 UTC 202, 7, 10 %, 92 W, 32454 MiB
Tue Aug  2 20:23:15 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:23:15 UTC 202, 1, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:23:15 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:23:15 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:23:15 UTC 202, 5, 14 %, 101 W, 32454 MiB
Tue Aug  2 20:23:15 UTC 202, 3, 15 %, 104 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:18 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:23:18 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:18 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:18 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:18 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:18 UTC 202, 5, 18 %, 101 W, 512 MiB
Tue Aug  2 20:23:18 UTC 202, 7, 36 %, 91 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:21 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:21 UTC 202, 7, 11 %, 92 W, 512 MiB
Tue Aug  2 20:23:21 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:21 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:21 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:23:21 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:21 UTC 202, 6, 11 %, 94 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:23 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:23 UTC 202, 5, 14 %, 209 W, 512 MiB
Tue Aug  2 20:23:23 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:23 UTC 202, 6, 11 %, 93 W, 512 MiB
Tue Aug  2 20:23:23 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:23 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:23 UTC 202, 7, 10 %, 91 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:26 UTC 202, 4, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:26 UTC 202, 3, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:26 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:23:26 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:23:26 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:26 UTC 202, 5, 54 %, 219 W, 512 MiB
Tue Aug  2 20:23:26 UTC 202, 7, 10 %, 91 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:28 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:28 UTC 202, 3, 14 %, 102 W, 512 MiB
Tue Aug  2 20:23:28 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:23:28 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:23:28 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:28 UTC 202, 4, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:28 UTC 202, 5, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:31 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:31 UTC 202, 6, 11 %, 94 W, 512 MiB
Tue Aug  2 20:23:31 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:31 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:31 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:23:31 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:31 UTC 202, 7, 10 %, 91 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:33 UTC 202, 6, 11 %, 93 W, 512 MiB
Tue Aug  2 20:23:33 UTC 202, 3, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:33 UTC 202, 5, 14 %, 101 W, 512 MiB
Tue Aug  2 20:23:33 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:23:33 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:33 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:33 UTC 202, 7, 10 %, 90 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:36 UTC 202, 0, 13 %, 100 W, 512 MiB
Tue Aug  2 20:23:36 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:23:36 UTC 202, 3, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:36 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:23:36 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Aug  2 20:23:36 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:36 UTC 202, 6, 11 %, 93 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:39 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:39 UTC 202, 3, 57 %, 219 W, 512 MiB
Tue Aug  2 20:23:39 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:39 UTC 202, 5, 14 %, 102 W, 512 MiB
Tue Aug  2 20:23:39 UTC 202, 6, 11 %, 93 W, 512 MiB
Tue Aug  2 20:23:39 UTC 202, 7, 10 %, 91 W, 512 MiB
Tue Aug  2 20:23:39 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:41 UTC 202, 5, 14 %, 107 W, 32454 MiB
Tue Aug  2 20:23:41 UTC 202, 1, 15 %, 103 W, 32454 MiB
Tue Aug  2 20:23:41 UTC 202, 4, 15 %, 104 W, 32454 MiB
Tue Aug  2 20:23:41 UTC 202, 3, 14 %, 103 W, 32454 MiB
Tue Aug  2 20:23:41 UTC 202, 6, 11 %, 94 W, 32454 MiB
Tue Aug  2 20:23:41 UTC 202, 0, 13 %, 99 W, 32454 MiB
Tue Aug  2 20:23:41 UTC 202, 7, 22 %, 154 W, 32454 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Aug  2 20:23:44 UTC 202, 4, 15 %, 104 W, 512 MiB
Tue Aug  2 20:23:44 UTC 202, 0, 13 %, 99 W, 512 MiB
Tue Aug  2 20:23:44 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Aug  2 20:23:44 UTC 202, 6, 11 %, 94 W, 512 MiB
