name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:47.508, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:48.600, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:49.678, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:50.728, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:51.821, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:52.914, 23 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:54.008, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:55.105, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:56.213, 31 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:57.309, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:58.413, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:33:59.503, 26 %, 74.77 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:00.605, 0 %, 58.13 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:01.706, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:02.731, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:03.808, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:04.905, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:05.981, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:07.029, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:08.108, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:09.214, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:10.239, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:11.314, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:12.386, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:13.471, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:14.521, 0 %, 57.47 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:15.608, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:16.706, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:17.812, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:18.913, 0 %, 57.47 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:20.009, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:21.084, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:22.122, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:23.205, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:24.271, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:25.302, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:26.378, 0 %, 57.47 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:27.471, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:28.507, 0 %, 57.47 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:29.631, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:30.780, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:31.871, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:32.907, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:33.990, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:35.105, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:36.189, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:37.226, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:38.294, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:39.378, 31 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:40.408, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:41.432, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:42.492, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:43.518, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:44.581, 31 %, 58.40 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:45.605, 4 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:46.683, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:47.711, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:48.737, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:49.794, 9 %, 166.88 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:50.818, 31 %, 59.60 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:51.877, 24 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:52.904, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:53.932, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:54.995, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:56.071, 22 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:57.101, 31 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:58.125, 5 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:34:59.183, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:00.218, 0 %, 58.13 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:01.292, 0 %, 106.58 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:02.319, 17 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:03.390, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:04.414, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:05.471, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:06.494, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:07.516, 31 %, 60.75 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:08.576, 31 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:09.609, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:10.631, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:11.701, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:12.720, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:13.788, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:14.837, 28 %, 58.40 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:15.883, 0 %, 58.13 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:16.907, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:17.987, 0 %, 57.53 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:19.010, 0 %, 61.62 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:20.034, 9 %, 122.57 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:21.059, 26 %, 73.29 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:22.084, 28 %, 58.34 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:23.115, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:24.141, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:25.191, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:26.215, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:27.284, 31 %, 181.24 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:28.317, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:29.377, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:30.404, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:31.471, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:32.495, 0 %, 116.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:33.520, 31 %, 139.00 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:34.583, 13 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:35.601, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:36.685, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:37.708, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:38.730, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:39.787, 22 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:40.815, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:41.877, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:42.900, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:43.990, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:45.013, 31 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:46.071, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:47.096, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:48.122, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:49.181, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:50.207, 6 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:51.224, 31 %, 59.88 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:52.287, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:53.328, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:54.396, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:55.419, 9 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:56.440, 31 %, 173.65 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:57.490, 17 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:58.517, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:35:59.571, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:00.604, 0 %, 58.13 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:01.632, 0 %, 99.21 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:02.682, 14 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:03.709, 0 %, 58.13 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:04.778, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:05.809, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:06.878, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:07.901, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:08.921, 31 %, 178.35 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:09.949, 31 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:10.983, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:12.022, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:13.092, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:14.119, 31 %, 75.97 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:15.188, 11 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:16.213, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:17.237, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:18.296, 0 %, 58.13 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:19.322, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:20.376, 31 %, 60.69 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:21.424, 23 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:22.488, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:23.516, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:24.587, 0 %, 57.80 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:25.611, 31 %, 180.97 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:26.671, 31 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 00000000:0F:00.0, 2022/08/03 08:36:27.698, 0 %, 57.74 W
name, pci.bus_id, timestamp, utilization.gpu [%], power.draw [W]
