timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:23:59 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:23:59 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:23:59 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:23:59 UTC 202, 0, 14 %, 102 W, 512 MiB
Wed Oct 19 18:23:59 UTC 202, 1, 15 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:02 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 7, 13 %, 97 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 0, 14 %, 102 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:24:02 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:06 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 7, 13 %, 97 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:24:06 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:10 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 7, 13 %, 97 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:24:10 UTC 202, 3, 13 %, 100 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:13 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:24:13 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:18 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 7, 13 %, 97 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:24:18 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:21 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 1, 15 %, 103 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:21 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:24 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 5, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:24 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:28 UTC 202, 6, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:28 UTC 202, 5, 16 %, 107 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:33 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:24:33 UTC 202, 1, 15 %, 103 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:36 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 2, 15 %, 103 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:24:36 UTC 202, 1, 15 %, 103 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:41 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 5, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:41 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:44 UTC 202, 6, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 2, 15 %, 103 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 1, 15 %, 103 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:24:44 UTC 202, 5, 16 %, 106 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:48 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 1, 15 %, 103 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:24:48 UTC 202, 6, 16 %, 107 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:51 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 5, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:51 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:24:55 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:24:55 UTC 202, 1, 14 %, 103 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:00 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 5, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:25:00 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:03 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 3, 13 %, 100 W, 32255 MiB
Wed Oct 19 18:25:03 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:07 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 5, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 3, 42 %, 100 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:07 UTC 202, 4, 14 %, 102 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:10 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 6, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 5, 16 %, 106 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 1, 15 %, 103 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:25:10 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:13 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 2, 14 %, 102 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 5, 80 %, 306 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 0, 14 %, 101 W, 32255 MiB
Wed Oct 19 18:25:13 UTC 202, 1, 15 %, 282 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:16 UTC 202, 4, 78 %, 257 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 6, 53 %, 176 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 2, 43 %, 164 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 5, 84 %, 311 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 7, 84 %, 295 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 3, 86 %, 295 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 0, 56 %, 190 W, 32255 MiB
Wed Oct 19 18:25:16 UTC 202, 1, 77 %, 314 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:21 UTC 202, 6, 89 %, 295 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 3, 86 %, 294 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 4, 78 %, 284 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 1, 85 %, 313 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 5, 81 %, 302 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 7, 84 %, 278 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 2, 67 %, 192 W, 32255 MiB
Wed Oct 19 18:25:21 UTC 202, 0, 48 %, 180 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:25 UTC 202, 2, 84 %, 291 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 6, 59 %, 190 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 7, 76 %, 274 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 3, 67 %, 266 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 4, 41 %, 282 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 0, 69 %, 227 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 1, 58 %, 191 W, 32255 MiB
Wed Oct 19 18:25:25 UTC 202, 5, 77 %, 275 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:32 UTC 202, 6, 77 %, 297 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 4, 78 %, 281 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 3, 75 %, 277 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 0, 72 %, 164 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 5, 79 %, 286 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 1, 75 %, 309 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 2, 89 %, 288 W, 32255 MiB
Wed Oct 19 18:25:32 UTC 202, 7, 76 %, 260 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:37 UTC 202, 5, 54 %, 274 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 2, 81 %, 267 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 6, 86 %, 230 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 3, 63 %, 284 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 7, 74 %, 281 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 4, 85 %, 310 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 0, 84 %, 305 W, 32255 MiB
Wed Oct 19 18:25:37 UTC 202, 1, 77 %, 278 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:42 UTC 202, 6, 89 %, 320 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 2, 89 %, 316 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 5, 50 %, 259 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 7, 70 %, 277 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 3, 82 %, 309 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 1, 78 %, 308 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 0, 51 %, 250 W, 32255 MiB
Wed Oct 19 18:25:42 UTC 202, 4, 89 %, 262 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:47 UTC 202, 6, 76 %, 294 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 2, 80 %, 284 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 3, 76 %, 275 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 7, 73 %, 279 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 0, 75 %, 290 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 4, 84 %, 283 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 5, 79 %, 264 W, 32255 MiB
Wed Oct 19 18:25:47 UTC 202, 1, 88 %, 255 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:52 UTC 202, 3, 66 %, 208 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 6, 65 %, 164 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 2, 42 %, 173 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 7, 37 %, 214 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 5, 83 %, 312 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 1, 75 %, 288 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 4, 76 %, 277 W, 32255 MiB
Wed Oct 19 18:25:52 UTC 202, 0, 71 %, 272 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:25:56 UTC 202, 2, 77 %, 280 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 3, 79 %, 286 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 6, 87 %, 296 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 5, 76 %, 188 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 0, 76 %, 274 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 7, 72 %, 291 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 1, 77 %, 285 W, 32255 MiB
Wed Oct 19 18:25:56 UTC 202, 4, 71 %, 281 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:26:01 UTC 202, 2, 80 %, 245 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 6, 87 %, 250 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 3, 76 %, 259 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 1, 83 %, 287 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 4, 87 %, 299 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 7, 75 %, 275 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 0, 82 %, 283 W, 32255 MiB
Wed Oct 19 18:26:01 UTC 202, 5, 75 %, 275 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:26:06 UTC 202, 2, 82 %, 277 W, 32255 MiB
Wed Oct 19 18:26:06 UTC 202, 5, 87 %, 310 W, 32255 MiB
Wed Oct 19 18:26:06 UTC 202, 7, 85 %, 302 W, 32255 MiB
Wed Oct 19 18:26:06 UTC 202, 6, 88 %, 293 W, 32255 MiB
Wed Oct 19 18:26:06 UTC 202, 1, 77 %, 297 W, 32255 MiB
Wed Oct 19 18:26:06 UTC 202, 0, 79 %, 301 W, 32255 MiB
Wed Oct 19 18:26:06 UTC 202, 3, 56 %, 299 W, 32255 MiB
