timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:10 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:10 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:10 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 16:30:10 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:14 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 1, 15 %, 104 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:14 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:17 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:17 UTC 202, 7, 13 %, 98 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:21 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:21 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:24 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:24 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:28 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:28 UTC 202, 7, 13 %, 98 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:31 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:31 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:35 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:35 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:39 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:39 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:42 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:42 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:46 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:46 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:50 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:50 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:54 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 16:30:54 UTC 202, 7, 13 %, 98 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:30:57 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 16:30:57 UTC 202, 1, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:00 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 1, 87 %, 313 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:00 UTC 202, 0, 82 %, 288 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:03 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 1, 76 %, 279 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:03 UTC 202, 0, 76 %, 192 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:07 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 1, 77 %, 288 W, 512 MiB
Wed Oct 19 16:31:07 UTC 202, 0, 60 %, 281 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:11 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 1, 75 %, 244 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 0, 43 %, 248 W, 512 MiB
Wed Oct 19 16:31:11 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:14 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 2, 15 %, 103 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 1, 87 %, 309 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 0, 82 %, 282 W, 512 MiB
Wed Oct 19 16:31:14 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:17 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 1, 86 %, 261 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:17 UTC 202, 0, 76 %, 304 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:22 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 0, 70 %, 279 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:22 UTC 202, 1, 68 %, 200 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:26 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 0, 75 %, 293 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:26 UTC 202, 1, 77 %, 284 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:30 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 1, 74 %, 288 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:30 UTC 202, 0, 76 %, 274 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:34 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 1, 82 %, 227 W, 512 MiB
Wed Oct 19 16:31:34 UTC 202, 0, 75 %, 294 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:40 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 1, 83 %, 312 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:40 UTC 202, 0, 75 %, 186 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:44 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 1, 50 %, 174 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:44 UTC 202, 0, 59 %, 255 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:50 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 4, 14 %, 101 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 1, 75 %, 311 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:50 UTC 202, 0, 84 %, 306 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:31:55 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 1, 86 %, 284 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:31:55 UTC 202, 0, 85 %, 230 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 16:32:00 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 16:32:00 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 16:32:00 UTC 202, 5, 15 %, 106 W, 512 MiB
