timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:12 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:02:12 UTC 202, 6, 16 %, 107 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:16 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:16 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:20 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:02:20 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:24 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:24 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:28 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:28 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:33 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:33 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:36 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:36 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:39 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 1, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:02:39 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:42 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:42 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:46 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:46 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:49 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:49 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:52 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:02:52 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:02:56 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:02:56 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:00 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:03:00 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:03 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:03 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:08 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:08 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:11 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:03:11 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:14 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:03:14 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:17 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:03:17 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:21 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 7, 13 %, 97 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:21 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:24 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:24 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:28 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 6, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:03:28 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:03:32 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:32 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:03:32 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:03:32 UTC 202, 1, 14 %, 102 W, 512 MiB
Wed Oct 19 18:03:32 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:03:32 UTC 202, 3, 13 %, 99 W, 512 MiB
