timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:01 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:36:01 UTC 202, 4, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:01 UTC 202, 1, 15 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:04 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 2, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 7, 13 %, 99 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 4, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:04 UTC 202, 0, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:08 UTC 202, 7, 13 %, 99 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 2, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 4, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:08 UTC 202, 0, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:12 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 7, 13 %, 99 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:36:12 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:15 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 4, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:15 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:18 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 7, 13 %, 99 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 0, 14 %, 102 W, 512 MiB
Wed Oct 19 18:36:18 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:22 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 7, 13 %, 99 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 2, 15 %, 103 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 3, 13 %, 100 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 4, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:22 UTC 202, 0, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:26 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 4, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 18:36:26 UTC 202, 3, 13 %, 100 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:29 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 4, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:29 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:33 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 2, 15 %, 103 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:36:33 UTC 202, 1, 14 %, 103 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:36 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 7, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 1, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:36 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:40 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 1, 15 %, 103 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 7, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:36:40 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:44 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:36:44 UTC 202, 4, 14 %, 102 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:47 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:47 UTC 202, 4, 14 %, 102 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:51 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:51 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:54 UTC 202, 6, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 7, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:54 UTC 202, 1, 14 %, 103 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:36:57 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:36:57 UTC 202, 1, 14 %, 103 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:00 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 7, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:00 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:05 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:37:05 UTC 202, 4, 14 %, 102 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:07 UTC 202, 2, 15 %, 103 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 7, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:07 UTC 202, 1, 14 %, 103 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:11 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 7, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 1, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:11 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:15 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 2, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:37:15 UTC 202, 1, 14 %, 103 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:18 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 2, 15 %, 103 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 3, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 1, 15 %, 103 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:18 UTC 202, 5, 16 %, 107 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:21 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 2, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:21 UTC 202, 0, 14 %, 101 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:25 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 0, 14 %, 100 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:25 UTC 202, 4, 14 %, 102 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:27 UTC 202, 6, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 2, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 3, 13 %, 99 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 0, 14 %, 101 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:37:27 UTC 202, 1, 14 %, 102 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:31 UTC 202, 5, 58 %, 180 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 2, 15 %, 104 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 4, 14 %, 102 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 7, 81 %, 104 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 6, 15 %, 289 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 3, 59 %, 99 W, 32259 MiB
Wed Oct 19 18:37:31 UTC 202, 0, 76 %, 281 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:36 UTC 202, 3, 48 %, 173 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 2, 15 %, 108 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 4, 14 %, 313 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 5, 16 %, 106 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 1, 15 %, 104 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 6, 69 %, 107 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 7, 64 %, 270 W, 32259 MiB
Wed Oct 19 18:37:36 UTC 202, 0, 75 %, 277 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:41 UTC 202, 6, 16 %, 180 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 5, 16 %, 222 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 2, 59 %, 283 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 3, 18 %, 266 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 4, 84 %, 285 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 1, 15 %, 110 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 7, 13 %, 273 W, 32259 MiB
Wed Oct 19 18:37:41 UTC 202, 0, 73 %, 294 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:46 UTC 202, 2, 79 %, 283 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 6, 66 %, 286 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 7, 13 %, 98 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 5, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 1, 14 %, 103 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 3, 77 %, 276 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 0, 74 %, 275 W, 32259 MiB
Wed Oct 19 18:37:46 UTC 202, 4, 74 %, 280 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:50 UTC 202, 2, 61 %, 167 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 7, 71 %, 274 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 0, 80 %, 303 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 1, 86 %, 282 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 5, 16 %, 225 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 3, 39 %, 234 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 6, 27 %, 197 W, 32259 MiB
Wed Oct 19 18:37:50 UTC 202, 4, 16 %, 216 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:54 UTC 202, 0, 14 %, 100 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 7, 13 %, 100 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 3, 80 %, 114 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 5, 16 %, 288 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 2, 78 %, 167 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 4, 68 %, 199 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 6, 16 %, 107 W, 32259 MiB
Wed Oct 19 18:37:54 UTC 202, 1, 49 %, 104 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:37:59 UTC 202, 6, 84 %, 292 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 2, 85 %, 230 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 5, 17 %, 107 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 7, 83 %, 302 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 4, 83 %, 290 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 3, 14 %, 124 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 1, 46 %, 104 W, 32259 MiB
Wed Oct 19 18:37:59 UTC 202, 0, 79 %, 294 W, 32259 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 18:38:03 UTC 202, 1, 15 %, 104 W, 32259 MiB
Wed Oct 19 18:38:03 UTC 202, 4, 15 %, 104 W, 32259 MiB
Wed Oct 19 18:38:03 UTC 202, 7, 64 %, 279 W, 32259 MiB
Wed Oct 19 18:38:03 UTC 202, 6, 17 %, 108 W, 32259 MiB
Wed Oct 19 18:38:03 UTC 202, 0, 76 %, 274 W, 32259 MiB
Wed Oct 19 18:38:03 UTC 202, 2, 24 %, 184 W, 32259 MiB
Wed Oct 19 18:38:03 UTC 202, 5, 24 %, 201 W, 32259 MiB
