timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:15 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:15 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:19 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:19 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:22 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:22 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:25 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:25 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:29 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:29 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:34 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:34 UTC 202, 2, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:37 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:37 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:41 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:41 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:44 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:44 UTC 202, 2, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:47 UTC 202, 2, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:47 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:51 UTC 202, 2, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:51 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:55 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 1, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:55 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 20:59:59 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 20:59:59 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:03 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:03 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:06 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:06 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:10 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:10 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:14 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:14 UTC 202, 6, 16 %, 107 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:18 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:18 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:21 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:21 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:24 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 7, 13 %, 97 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:24 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:28 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 2, 15 %, 103 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:28 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:31 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 2, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:31 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:34 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:34 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:37 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:37 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:41 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 6, 16 %, 106 W, 512 MiB
Tue Oct 18 21:00:41 UTC 202, 7, 13 %, 98 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:44 UTC 202, 2, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:44 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:49 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 7, 13 %, 97 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 1, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:49 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:51 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:51 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:55 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 6, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 4, 14 %, 102 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 5, 16 %, 107 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:55 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:00:58 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 2, 14 %, 103 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 1, 15 %, 103 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 3, 13 %, 99 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 6, 16 %, 106 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 0, 14 %, 101 W, 512 MiB
Tue Oct 18 21:00:58 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Tue Oct 18 21:01:02 UTC 202, 7, 13 %, 98 W, 512 MiB
Tue Oct 18 21:01:02 UTC 202, 5, 16 %, 106 W, 512 MiB
Tue Oct 18 21:01:02 UTC 202, 6, 16 %, 107 W, 512 MiB
