timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:18:55 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 0, 14 %, 100 W, 512 MiB
Wed Oct 19 15:18:55 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:18:57 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:18:57 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:01 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 15:19:01 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:04 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 5, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:04 UTC 202, 0, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:08 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 5, 16 %, 106 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:08 UTC 202, 3, 13 %, 99 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:12 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 5, 63 %, 210 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:12 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:16 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 5, 75 %, 301 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 3, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:16 UTC 202, 6, 16 %, 107 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:19 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 5, 69 %, 292 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 15:19:19 UTC 202, 7, 13 %, 98 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:22 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 5, 87 %, 314 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:22 UTC 202, 4, 14 %, 102 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:27 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 5, 81 %, 275 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:27 UTC 202, 0, 14 %, 100 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:30 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 5, 78 %, 301 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:30 UTC 202, 6, 16 %, 107 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:33 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 2, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 5, 77 %, 310 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 1, 15 %, 103 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:33 UTC 202, 4, 14 %, 101 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:37 UTC 202, 5, 87 %, 300 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 1, 15 %, 103 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 4, 14 %, 101 W, 32255 MiB
Wed Oct 19 15:19:37 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:40 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 5, 88 %, 314 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 3, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 1, 14 %, 103 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:40 UTC 202, 2, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:43 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 7, 13 %, 98 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 5, 84 %, 285 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 3, 13 %, 99 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 6, 16 %, 107 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 4, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 0, 14 %, 101 W, 512 MiB
Wed Oct 19 15:19:43 UTC 202, 1, 14 %, 103 W, 512 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:46 UTC 202, 5, 51 %, 242 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 7, 13 %, 98 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 2, 14 %, 103 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 3, 13 %, 99 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 1, 14 %, 103 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 6, 16 %, 107 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 4, 14 %, 102 W, 32255 MiB
Wed Oct 19 15:19:46 UTC 202, 0, 14 %, 101 W, 32255 MiB
timestamp, module_id, utilization.aip [%], power.draw [W], memory.used [MiB]
Wed Oct 19 15:19:50 UTC 202, 2, 14 %, 102 W, 512 MiB
Wed Oct 19 15:19:50 UTC 202, 3, 13 %, 98 W, 512 MiB
